mission_id,data,local,inicio,fim,timestamp,lat,lon,ph,oxigenio_dissolvido,temperatura,turbidez,salinidade,mono_p,multi_p,camera_r,camera_v
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:40:00,-22.927937,-43.106226,8.07,5.38,24.5,3.8,29.9,38,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:42:30,-22.927937,-43.106825,7.48,6.30,24.9,4.5,28.3,19,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:45:00,-22.927937,-43.107425,7.18,6.09,25.9,8.9,28.7,32,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:47:30,-22.927937,-43.108024,7.02,6.35,24.6,7.7,29.9,28,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:50:00,-22.927937,-43.108624,7.03,4.98,24.0,9.9,28.7,32,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:52:30,-22.927937,-43.109224,7.07,5.93,25.6,9.0,29.6,31,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:55:00,-22.927937,-43.109823,7.16,4.87,24.0,10.9,29.6,34,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 07:57:30,-22.927937,-43.110423,7.21,5.45,24.9,8.0,28.7,31,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:00:00,-22.927937,-43.111022,8.06,4.70,22.8,3.4,28.2,29,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:02:30,-22.927937,-43.111622,7.53,5.70,24.0,7.6,29.4,29,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:05:00,-22.927937,-43.112221,8.13,5.86,25.5,11.5,28.5,32,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:07:30,-22.928239,-43.111822,7.16,4.82,23.8,3.7,28.5,17,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:10:00,-22.928590,-43.111358,7.36,4.82,25.1,11.5,29.3,26,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:12:30,-22.928895,-43.110967,8.06,6.34,22.9,11.6,28.8,30,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:15:00,-22.928895,-43.110368,8.00,4.89,23.7,7.6,28.7,21,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:17:30,-22.928895,-43.109768,7.11,5.26,23.4,7.1,29.4,27,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:20:00,-22.928895,-43.109169,7.75,5.52,22.3,11.9,29.6,18,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:22:30,-22.928895,-43.108569,7.33,6.23,22.7,9.8,29.6,36,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:25:00,-22.928895,-43.107970,7.18,6.25,24.3,9.3,28.2,16,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:27:30,-22.928895,-43.107370,8.07,5.08,22.1,3.8,28.5,34,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:30:00,-22.928895,-43.106770,7.32,4.82,22.0,11.9,28.8,23,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:32:30,-22.928895,-43.106171,7.63,5.03,22.4,4.5,28.1,21,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:35:00,-22.928895,-43.105571,7.37,5.97,23.2,7.5,28.4,26,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:37:30,-22.928895,-43.104972,7.04,4.63,24.0,11.8,29.0,22,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:40:00,-22.928895,-43.104372,7.79,5.77,24.6,7.9,29.8,31,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:42:30,-22.929458,-43.104335,7.26,5.01,22.8,10.9,29.5,19,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:45:00,-22.929812,-43.104580,8.18,6.11,22.1,8.6,29.8,28,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:47:30,-22.929812,-43.105180,7.10,6.11,25.5,9.0,28.6,22,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:50:00,-22.929812,-43.105779,7.55,4.88,23.8,5.4,29.9,32,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:52:30,-22.929812,-43.106379,7.04,6.19,22.9,4.6,28.7,17,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:55:00,-22.929812,-43.106978,7.60,4.96,24.0,3.0,28.5,17,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 08:57:30,-22.929812,-43.107578,7.70,5.31,23.2,8.7,28.2,31,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:00:00,-22.929812,-43.108178,8.07,6.01,24.4,9.9,29.4,30,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:02:30,-22.929812,-43.108777,7.87,5.76,22.2,10.5,29.8,35,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:05:00,-22.929812,-43.109377,7.84,5.51,25.6,9.8,29.1,40,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:07:30,-22.929812,-43.109976,7.70,6.21,24.7,9.2,28.5,15,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:10:00,-22.929812,-43.110576,7.76,6.33,23.5,7.1,28.1,15,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:12:30,-22.930000,-43.111119,7.32,5.42,22.3,11.4,29.8,17,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:15:00,-22.930425,-43.111444,7.88,5.05,22.3,5.4,29.5,21,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:17:30,-22.930729,-43.111466,7.78,5.43,25.4,3.7,29.8,24,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:20:00,-22.930729,-43.110866,7.76,4.96,24.4,6.0,29.3,37,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:22:30,-22.930729,-43.110267,7.68,4.62,22.2,5.4,29.3,37,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:25:00,-22.930729,-43.109667,7.59,5.88,23.1,7.2,29.5,32,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:27:30,-22.930729,-43.109068,8.17,6.29,22.1,7.1,29.6,29,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:30:00,-22.930729,-43.108468,7.25,6.30,22.8,8.2,28.3,31,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:32:30,-22.930729,-43.107869,7.16,6.08,24.0,11.0,29.4,22,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:35:00,-22.930729,-43.107269,7.47,4.89,25.8,9.1,28.8,38,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:37:30,-22.930729,-43.106669,7.41,5.17,25.4,3.0,29.5,27,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:40:00,-22.930729,-43.106070,7.86,6.22,23.2,6.3,28.8,33,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:42:30,-22.930729,-43.105470,8.11,5.96,25.4,5.5,28.1,36,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:45:00,-22.930729,-43.104871,8.12,5.05,23.1,7.6,28.4,26,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:47:30,-22.930793,-43.104335,7.97,5.74,25.7,11.5,29.1,38,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:50:00,-22.931393,-43.104335,8.12,5.34,24.5,4.2,29.7,30,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:52:30,-22.931688,-43.104639,7.15,5.45,23.4,5.7,29.5,35,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:55:00,-22.931688,-43.105239,7.79,5.14,24.2,6.5,28.3,20,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 09:57:30,-22.931688,-43.105839,7.60,6.06,24.2,7.1,28.7,39,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:00:00,-22.931688,-43.106438,7.17,4.95,22.4,6.1,28.2,22,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:02:30,-22.931688,-43.107038,7.97,4.96,22.1,10.8,28.8,38,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:05:00,-22.931688,-43.107637,7.32,5.95,24.0,8.2,28.7,36,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:07:30,-22.931688,-43.108237,7.33,5.05,23.6,7.0,29.9,15,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:10:00,-22.931688,-43.108836,7.51,5.97,25.2,11.7,29.0,17,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:12:30,-22.931688,-43.109436,8.03,6.35,23.0,4.0,28.3,31,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:15:00,-22.931688,-43.110036,7.84,6.12,25.6,3.8,29.6,15,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:17:30,-22.931688,-43.110635,7.68,4.67,24.9,11.7,29.3,31,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:20:00,-22.931688,-43.111235,7.92,4.78,23.2,11.5,28.4,23,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:22:30,-22.931688,-43.111834,7.00,5.57,26.0,5.5,28.6,22,7,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:25:00,-22.931829,-43.112362,7.28,5.04,25.8,9.3,28.6,15,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:27:30,-22.932273,-43.112653,8.06,5.76,22.3,5.1,28.8,26,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:30:00,-22.932605,-43.112767,7.04,5.21,23.7,9.1,28.4,40,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:32:30,-22.932605,-43.112167,8.01,4.72,24.0,4.8,29.5,21,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:35:00,-22.932605,-43.111568,7.27,5.97,23.2,11.6,29.0,20,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:37:30,-22.932605,-43.110968,7.50,5.80,25.8,4.3,28.8,21,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:40:00,-22.932605,-43.110369,7.17,4.69,22.2,6.5,29.8,25,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:42:30,-22.932605,-43.109769,8.12,5.19,22.7,11.4,29.5,16,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:45:00,-22.932605,-43.109169,7.87,6.11,25.9,7.0,28.2,17,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:47:30,-22.932605,-43.108570,7.42,6.32,22.5,11.7,28.4,26,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:50:00,-22.932605,-43.107970,7.11,5.87,22.8,7.9,28.9,25,5,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:52:30,-22.932605,-43.107371,8.08,4.65,23.6,10.3,29.5,16,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:55:00,-22.932605,-43.106771,7.56,6.05,22.2,4.8,28.1,34,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 10:57:30,-22.932605,-43.106172,7.33,6.32,24.5,5.4,29.4,25,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:00:00,-22.932605,-43.105572,7.00,5.96,25.7,8.7,29.9,15,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:02:30,-22.932605,-43.104972,7.57,6.32,25.8,6.5,28.5,28,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:05:00,-22.932605,-43.104373,8.11,4.93,25.2,9.6,29.6,39,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:07:30,-22.932605,-43.104897,7.28,6.15,23.8,10.1,29.2,31,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:10:00,-22.932605,-43.105496,7.90,5.05,22.3,3.3,29.1,25,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:12:30,-22.932605,-43.106096,8.06,6.38,23.1,3.8,28.2,30,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:15:00,-22.932605,-43.106696,7.28,5.35,24.5,9.1,29.5,39,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:17:30,-22.932686,-43.107271,7.35,5.62,23.5,9.6,28.4,22,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:20:00,-22.932846,-43.107822,7.28,5.11,25.6,4.7,28.1,23,2,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:22:30,-22.933005,-43.108373,7.63,5.77,22.4,7.2,28.1,15,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:25:00,-22.933164,-43.108925,8.01,6.25,22.2,5.6,28.2,21,2,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:27:30,-22.933356,-43.109466,7.45,6.16,23.8,5.3,29.6,15,,ALERTA,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:30:00,-22.933517,-43.110017,7.72,5.72,22.9,6.3,28.3,21,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:32:30,-22.933564,-43.110602,7.72,5.77,22.8,3.1,28.7,36,5,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:35:00,-22.933564,-43.111202,7.75,4.74,22.1,7.5,29.0,28,,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:37:30,-22.933564,-43.111801,7.80,4.88,24.1,8.9,28.8,23,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:40:00,-22.933564,-43.112401,7.80,5.35,22.2,9.7,29.8,28,7,,OK
OP-20260511,2026-05-11,"Enseada de Jurujuba, Niterói/RJ",6:30,11:30,2026-05-11 11:42:30,-22.932684,-43.113917,8.04,6.39,23.5,4.8,29.5,21,,,OK
